"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"716","5.97524841136058","6.90774674005475","8.04836000612113","10.2567939273313","8.08442450771956","8.30898753081481","7.10997551753822","8.39748134099105","7.67564406572445","6.68223941510592","7.04295894289769","9.14120008847848","7.67384648046425","7.14454931059846","7.89206365910562","9.44410542317431","9.47716593594953","6.33890413973773","6.85424215948449","7.13661985872441","7.93625320021479","8.12269900436897","7.21490151265023","9.16303867163985","6.77038130555971","6.83131824714509","8.13652647317293","5.73402056582513","6.93284947523436","8.11137694297331","7.98672019549151","7.31999238197785","7.1487337326704","8.25907231475157","7.39872263824782","6.17868855442875","6.64268146749984","7.98445991935164","8.24232847645657","8.11604479998492","8.56995719979994","7.22214227586203","6.24890630497026","7.91978589143517","5.85965524704759","7.70052603390763","6.13349929499298","7.53317174641641","9.03778787935821","6.13307149601898"
"717","6.15252078177071","6.94426578422259","8.09243729488283","10.4491410805714","8.17314105871524","8.54762188814175","7.18394117836071","8.42722839839027","7.82900577664502","6.90780586824297","7.32035382871793","9.09579341185119","7.84038946624997","7.13545351376185","7.90390875055525","9.57833033295299","9.66952792036802","6.48966014019929","6.97230349970498","7.40357439320337","8.12521535925662","8.073551248541","7.30407620472412","9.22625252246783","6.89007467296408","6.97013753119508","8.23640007992858","5.92521189985145","6.97348077263504","8.01309346003444","8.07268267779213","7.28457425823325","7.20750363507851","8.16091023552659","7.60530100816999","6.21488352877178","6.8205088412709","8.08650126195602","8.43561595539226","8.03418567016009","8.52273480669449","7.25141921121525","6.36713812524005","8.02593228207514","5.86196277520994","7.92505253639228","6.25529152035855","7.6700684952486","9.06972993015035","6.20100433157315"
"718","6.15021936366734","6.89364998989128","8.17054078246136","10.6598350387191","8.33581863159836","8.74895879128374","7.41796736651115","8.57115405639647","7.98341706559237","7.12470557282712","7.40467237876361","9.11469231880991","7.81187978365957","7.32968729548656","7.91677546926458","9.52477947622848","9.8451142417686","6.6275464682069","7.02386969213961","7.53242115415201","8.24017055569546","8.26495641534073","7.30793085280818","9.2973307227001","7.08049655109519","7.07914127142179","8.24651101351351","6.06376135717866","7.12494644566757","8.13052458802458","8.28672779440601","7.49915829753865","7.45248669578916","8.25576900192204","7.77634815613521","6.29479371411268","6.88736903622649","8.26349990047453","8.51961879032966","8.14969265508129","8.49176104997826","7.29219435245526","6.59566451096068","8.38127385104874","5.85838622355","7.85437317224123","6.41572487996829","7.80411141755138","9.08220113131338","6.42496818491456"
"719","6.13034657024682","6.90875136673003","8.26104907500582","10.5596848381329","8.47921569902807","8.96175177401047","7.42111637009803","8.79325334098507","8.1897281962726","7.18980075742913","7.51266504314904","9.15728364277487","7.99336995542754","7.46900891337876","8.16597659557478","9.55137413374504","9.96164309700312","6.85234610663179","7.00043530055223","7.71497490364633","8.42020073118445","8.44878093115764","7.25858542604435","9.48115758216423","7.11488922253416","7.09016265425095","8.41872591913841","6.21216504567273","7.29009851954086","8.31920296910076","8.46605812064674","7.46948378665031","7.62545582149258","8.20650130750168","8.02522076262684","6.47617736312334","6.7931544077293","8.40994856278782","8.63972209142116","8.33721441486142","8.650827848554","7.32822757867781","6.73174974728164","8.62259815697727","6.06026193994414","8.09137037588451","6.45466286549665","7.78673228969777","9.21708608573433","6.46103277952253"
"720","6.3076852450104","6.9638092493999","8.17034404988633","10.6497892364716","8.65288314693137","9.03672100830599","7.50460654592928","8.75534172874183","8.24286589058688","7.09752593890127","7.65370233489735","9.34505451883375","8.13872596448815","7.52029309019451","8.29983020558714","9.57361712908881","10.2535207742888","6.9927395028912","7.22745176506029","7.7876977264621","8.40682978248893","8.67533967282508","7.22078571374127","9.74482066804598","7.27702385917503","7.03540487764961","8.6500523995344","6.18083191126216","7.45621581828339","8.4988443689657","8.64607177564516","7.58191165090709","7.70577272837855","8.41438155287664","8.33733747630979","6.66075410304316","6.89033937234018","8.55141623916191","8.76050167833933","8.3230119689953","8.64881029605454","7.48864336100751","6.9127722449234","8.70052106989297","6.09672399596613","8.26983299112143","6.61075566644218","7.7178880208313","9.34293948150456","6.69045699007848"
"721","6.37041870146084","7.00814616541688","8.44369409147329","10.9541862248255","8.85792432715984","8.96253828497917","7.5745552044203","8.78848079249394","8.43088255438077","7.26344025093991","7.80600556787704","9.453557163593","8.31330039774072","7.66049559082808","8.46097476198003","9.81091502233602","10.4392897248418","7.08499102759144","7.2489481605329","7.96921686373651","8.579786264545","8.86622891699467","7.40109045658742","9.90487709918482","7.49635645679235","7.22382138161938","8.69372909373327","6.37195287884381","7.57034487755969","8.66645291906857","8.76202630650531","7.79188544710764","7.99211078197232","8.44644364292274","8.50925637725824","6.74843376767285","7.05460759182727","8.88031180002401","8.79488412345177","8.47998253477073","8.62259718530127","7.64972154549609","7.0259114002404","8.95751374976372","6.183621214929","8.26225028080754","6.63788117982768","7.89632081566915","9.27599119133241","6.82177997711415"
"722","6.57383991193184","7.07282731568452","8.56709441684951","11.1768026415226","8.80383747540393","8.92272390875817","7.73583038901926","9.00887329816576","8.53319302514445","7.56679292050849","7.78881196519268","9.72560917527412","8.58257208904555","7.68085476644058","8.44141565993537","10.0655776538012","10.6029225176892","7.20104988131769","7.4247413512342","8.07927542314019","8.81014882461098","8.85086095905649","7.40551137316439","10.0124090443247","7.57249277075796","7.26066079327838","8.94419096896263","6.39485501178552","7.59132540758227","8.58587412348522","8.98841578693211","7.95713347319019","8.15595901581478","8.37226993915171","8.71618560902896","6.86771469912094","7.08435084535529","8.85510204031548","8.85540375751081","8.70563813461268","8.77484960841295","7.6721200487694","7.26241760391549","8.85734457330884","6.3198270951452","8.40348395265467","6.58551765176354","8.00739386679584","9.37608045750926","6.95832838200084"
"723","6.73668418592518","7.1106220762746","8.52979379058054","11.2616624006291","9.00187253489599","8.93848859429133","7.94255042485753","9.34497122301083","8.73900628774657","7.777773262056","8.04392435136307","9.87314133486791","8.75994507731505","7.86133168897723","8.66095752198386","10.2192232941364","10.760896043291","7.38077679540944","7.67875881137358","8.13406277340707","8.95343234753856","8.82953139299414","7.53895910058349","10.1754027629849","7.60295663947911","7.315640725602","8.90963434009499","6.51836870479675","7.6823631423464","8.63803999965383","9.17833035063558","8.16539018875442","8.37169766312788","8.60569828588473","9.08470064736447","6.89942615558893","7.028236718516","9.0170214403217","8.98929250779287","8.87384166916998","8.93036544450605","7.68398112423222","7.2211103981643","8.76686208676297","6.51457706245962","8.52298421105137","6.69408819459557","7.9830495572649","9.55982708542417","7.08164189134057"
"724","6.79109096646781","7.10864911532052","8.58363746356198","11.4031166275534","9.07369057565496","8.90769871048696","8.21934916383084","9.54538080191142","8.65262138395432","7.75106795953873","7.97843696427924","9.95040189742593","8.99256523579825","8.0748042391081","8.8953804805731","10.3262228617133","10.7118216185212","7.58048634249663","7.73368020525218","8.2879266457401","8.9138251645846","8.79002640939461","7.69653827338159","10.3405077275645","7.80606856648644","7.42896632349665","9.02418349514889","6.56191116696296","7.81995706316248","8.73389469586204","9.25301715360748","8.34595897204419","8.56076783178006","8.78308053616552","9.27504652657369","7.00416113784827","7.13489443514303","9.16675099326266","9.12926869396289","9.03270859174018","9.09948402899813","7.66309777272827","7.30544570226692","9.11310499452134","6.53073218676515","8.68902349982737","6.65730850444019","7.97962248637683","9.70189417708116","7.10038715676741"
"725","6.96840143066518","7.30369492202195","8.64829873788377","11.2776374854549","9.08287560375511","9.06154029045481","8.25757836646277","9.52346715367487","8.64757460576956","7.9076014779764","8.25528567252043","10.1228957894165","9.23136254478477","8.34297516707371","9.13683269095961","10.5522545045658","10.8559695596685","7.77146604509162","7.69396486773771","8.30530822288085","9.15760838176132","8.95050015439104","7.97846430468663","10.4914433331993","8.01298745066682","7.55527158578901","9.18440891901862","6.49350272992647","8.03166308294407","8.81786412336368","9.41564280184234","8.43831230463743","8.55189710012137","8.7492790238051","9.3911039362533","7.19371765645619","7.14487094184699","9.30473333534113","9.22265391590137","9.17630210418732","8.99534361917941","7.6896199749934","7.49909056612986","9.39216488233349","6.68463745154919","8.90882289901391","6.80217264853177","8.17284789736385","9.86247182674838","7.08028133392813"
"726","6.97320830818312","7.47499965512127","8.59288794364729","11.3933943712371","9.06411700279075","9.18622625777618","8.4571395457012","9.75980297553517","8.77574804658582","7.99739391466217","8.40682763858646","10.3251920670409","9.44748667069592","8.30317416386994","9.30973578330617","10.6775177206596","10.8982081268801","7.8073485312286","7.88945172562654","8.44958624398758","9.41614668537274","8.90347793375191","8.08539083817823","10.7231784795363","8.05695426304836","7.74827367710214","9.45057472542976","6.69222859990352","8.209105210433","8.92618967380597","9.33097423954612","8.48001479980741","8.5846010938316","8.6736397731594","9.51749625870424","7.31878664437009","7.25900543326184","9.46132921945877","9.41578274785773","9.15001005410255","9.0147702605838","7.91807438898635","7.56923490158766","9.60330071325097","6.69603642928393","8.98878799686193","6.9407233554537","8.23079726544383","10.0294754720515","7.21411010797025"
"727","7.1256625257445","7.6336307396811","8.74443317892837","11.4563597116192","9.24833935383496","9.47650970865619","8.65280494880768","9.73007833191059","8.75201122954095","8.14064410381135","8.59925666067067","10.4337198766523","9.52655515428754","8.49172495130922","9.33880248828939","10.9346292283591","10.9676289242195","7.97279037997187","8.04361926147075","8.61477947513951","9.536471606504","9.18805692108443","8.2140800687765","10.8344817004155","8.15729619923271","7.99858878310857","9.59595931670181","6.88987071702648","8.15828065496596","8.96742641087388","9.5494277606173","8.53345728194292","8.79275146884497","8.8215669406291","9.79553392704383","7.45728947992762","7.32719012562707","9.62362978971199","9.55296060414078","9.34342414280819","9.10962735657018","7.88525657613643","7.73416271497371","9.55654908061612","6.78232815080919","9.25417526016629","7.04390542397284","8.44001270604237","9.97225400331232","7.33633258337339"
"728","7.24905286682367","7.76316041696426","8.67906687864011","11.7370861432369","9.34118205418411","9.59144633043167","8.86726744310723","9.87089237686497","8.70746980617024","8.36096711484023","8.83433483200903","10.6697967490022","9.69007239391018","8.67752133092786","9.29217174575809","10.9621337473707","11.1618835110777","8.06973557336519","8.28066960661944","8.80992610750162","9.60373090839917","9.41977889118246","8.30540231768112","10.7665634636184","8.38855798975909","8.037426589746","9.57886205460103","6.96636819142319","8.14380659941254","8.92746090397722","9.72803693868594","8.72381562178099","8.97147606544696","9.0605212463918","9.96532767266958","7.62320819178631","7.45837695431321","9.77463912764378","9.69030438328417","9.42382909919695","9.28840996126671","7.98124826622454","7.96152254805517","9.47682599653434","6.94227120286281","9.32161104659882","7.25352759873576","8.60295820218894","10.0563853321659","7.39522226582768"
"729","7.46854199880399","7.78831658385785","8.82118267461869","11.9538693661971","9.49707028611189","9.60756373949197","9.03742863805344","10.1212830774879","8.95406459170522","8.60431409648078","8.85526014742331","10.8774264065175","9.80424911536116","8.9522718602636","9.49043342920768","11.1052033070465","11.2254269103434","8.18639812799383","8.26994969253841","8.94667390194999","9.77377134625663","9.58088350471971","8.45870902270601","10.843546740365","8.48859988269061","7.99048617578152","9.82399434154643","7.17666548272076","8.28496475266057","9.0498015505066","9.84777492680378","9.03158543311168","9.08723659891275","9.1817691819317","9.93887529151736","7.784206920339","7.689923963478","10.0526033160731","9.86293638244904","9.62393733245185","9.29867966187551","8.15009950361476","8.15269988093733","9.49209386210051","6.89377995043593","9.50044747207624","7.30094558259417","8.72137754536041","10.07613676445","7.48956871026671"
"730","7.41208155375352","8.09656025557315","9.02244658313115","12.1662663938884","9.57862844679338","9.54135797701253","9.14350861587409","10.234185795026","9.20775350529147","8.7156072665899","9.04878193987619","10.9503608369608","10.0658560759932","8.92627964778397","9.49502785856307","11.3264121876447","11.4234385187125","8.35323809508248","8.42577138849709","8.88828434962791","10.0118970867086","9.77564787884031","8.47005592764924","11.0400186930709","8.57114792164082","8.11535493725886","9.78261825202294","7.13411045472955","8.46093011314765","9.26813522116595","10.0547524039335","9.12571395844172","9.16737662595594","9.39575895272206","10.1247612448843","7.98879122134618","7.83102784136276","10.0996586084232","10.0625800050144","9.75654507089933","9.32232431338588","8.1365770165141","8.21158334076268","9.64944455392515","7.04193651365888","9.72088111661003","7.26561519990999","8.76521741037985","10.2267512245926","7.68592381950001"
"731","7.42307244573218","8.28735093761694","9.13432262638307","12.3001600976879","9.72676188189777","9.76008922869092","9.31756614956983","10.4090002170256","9.34604742671488","8.93464810118155","9.03216665264503","11.0216555653154","10.0684085060268","9.03446162566904","9.44033830272716","11.516762063697","11.6962031931579","8.3779884565285","8.68157662885898","9.10200495271008","10.1058977520388","9.95710292092772","8.43237152395941","11.2344712116137","8.88112648887848","8.25924326112129","9.94177554802955","7.35448411154038","8.64388097810303","9.41795950434185","10.2441219786196","9.26688315179143","9.2906896191877","9.3870492977574","10.1634438037456","8.11398228878015","7.9815167218062","10.3215806104342","10.0053795450201","9.75125021510662","9.53353535327187","8.24133195460122","8.40229274190497","9.88483011746398","7.17240191797574","9.83181573254063","7.42007875915976","8.98101526911643","10.4567751998607","7.70911287169982"
"732","7.38640681591616","8.25635516273042","9.33757465308775","12.4609212833486","9.98986601009827","9.92050889704113","9.33848688920683","10.5010996497484","9.54016380005521","9.14085662522234","9.22567070361033","11.2395913017369","10.1791747539447","9.27078200286664","9.59604893264229","11.6587390162593","11.9057624717338","8.54013239145202","8.6442060766428","9.32125561867256","10.3339166303886","10.133978630722","8.57759616116181","11.3647306781713","9.07106348799623","8.2002003962642","10.1141660061591","7.37971304238629","8.89870777284959","9.40940572849393","10.2902551529723","9.50541337464032","9.51309908834432","9.45846508691914","10.0843566127828","8.29963928093079","8.22182308101376","10.4742772843425","10.0197204633101","9.97036301985143","9.6007909320142","8.33816026638556","8.48995225564972","9.9420255904848","7.33729918917175","9.80287367028748","7.62998775842709","8.99334989273915","10.398837744309","7.85204278618909"
"733","7.58705478094782","8.34760097330982","9.54038978172444","12.6284783362248","9.98779516167903","10.0957162384392","9.3624135634441","10.5503571925069","9.71271517838393","9.1373631572147","9.36391519367687","11.5284861540637","10.3552724596061","9.40078863773","9.82025757169318","11.7420679868567","12.0267841686566","8.50980663284825","8.82212467199951","9.31219699098221","10.5064754261319","10.0755767545513","8.78088622440428","11.4435919079054","9.06893571249151","8.32019563126896","10.3575221497794","7.56390620885204","8.84077308741057","9.62576207542377","10.4733987870458","9.55174306121318","9.61657366136715","9.6357310205944","10.2587664653383","8.43268326206625","8.15816385960532","10.5462627373194","9.9575543607282","10.1837694362955","9.68792284018381","8.44959462542809","8.41477979528828","10.1313173065706","7.54952868211335","9.98138614707383","7.57775303037376","9.31236719619673","10.5670979458808","8.04224740390842"
"734","7.74282983452295","8.52684368282378","9.62892560587692","12.7886976680821","10.1672599698476","10.2176354255807","9.44491563999567","10.7190131680953","9.84563749405289","9.31461826071996","9.53659147817247","11.7086870500298","10.3170257775094","9.53688108105047","9.97165198123095","11.7758240668444","12.0411783212618","8.67788773242293","8.81958740201748","9.42360633406106","10.7695768527297","10.2021352171385","8.80580062388382","11.5360181519233","9.18458744492035","8.32231511177302","10.4718846839405","7.72220478460122","8.93862539622734","9.73496713061658","10.4208294060878","9.71859868414776","9.61086276973366","9.85980323504577","10.2077338366295","8.44459459773431","8.30525000448299","10.837394414818","9.99350894308847","10.1298613663344","9.67741126581405","8.47389512496285","8.61526448104125","10.2853303502153","7.74723451355088","10.1410616275401","7.59993106000713","9.3244160198747","10.6873682537433","8.16664040573847"
"735","7.73489729609782","8.55192713393763","9.72680610292154","12.7158788617541","10.3642678706746","10.3628582247181","9.60470447454821","10.6372712790928","9.81051199235554","9.53982536545245","9.51532489760164","12.0320919356576","10.4750018958545","9.45522324919596","10.0967018369179","11.7301155509596","12.3228713130145","8.76760831120701","8.83415511779561","9.39600100662473","11.0478394738148","10.4354218488893","8.95243653040129","11.7508878488051","9.37926999378935","8.54445082027196","10.6455760953845","7.86940440065917","8.88867816728362","9.84303498231609","10.6192073696263","9.62074677221688","9.82705962789511","10.0186129449205","10.3249867187264","8.55836326656675","8.32844294206806","11.0379538012251","10.240563347962","10.1004761810515","9.72322750247704","8.43747732937812","8.58946190409857","10.4160924685671","7.73606205636185","10.0828881966373","7.74769200499302","9.35220655614877","10.8542969232695","8.40430470760581"
"736","7.91705193005565","8.69770225170682","9.86108370439636","12.8780408057916","10.5339548075372","10.6757236153778","9.6717863705448","10.7902339575718","9.98182000204586","9.66762031729271","9.6390913685342","11.9520185643491","10.6868403308019","9.68042143741868","10.2134956157866","11.7728255069872","12.4854745941789","8.99542235216214","8.84934568151276","9.46037500009302","11.3042661587174","10.6139035869133","8.9322517966731","11.7857160860492","9.41989898943144","8.64293930588814","10.5718686121755","8.0045411840241","9.06489980580659","9.97546359489666","10.788500956764","9.7651047438909","9.95473137506726","10.2146659444748","10.3478295004913","8.63746795482394","8.45199744854798","11.1903387712406","10.3718640438773","10.3503941523226","9.75925648733892","8.54120718480958","8.73582887017677","10.4079265992499","7.76469840376919","10.2724686535441","7.88305327980563","9.62177008706927","10.7912578793976","8.48358583824556"
"737","8.1028797330836","8.72489909135608","10.1113615469561","12.7942187685713","10.6956078604622","10.6724029428408","9.86260874390775","10.9456020512223","10.1364089223236","9.86208107831816","9.61861879524422","12.1538414791526","10.7560956885373","9.89135608505163","10.3161540318875","12.0012998213588","12.8502217507481","8.90714316828125","8.87360651018844","9.52868495168912","11.4231314835427","10.6331519420453","8.99064030148273","11.6543388649631","9.61658586116114","8.62422655939868","10.7649463106731","8.16961123190659","9.10141335871279","10.2391298532703","10.93335232212","9.95522182563537","9.99343172452027","10.3178682435091","10.6171299016911","8.82401418035031","8.54057562334703","11.3027761806232","10.3099135359371","10.5112037607367","9.94982082436499","8.70380499974219","8.91497722549374","10.6017804262803","7.79356766612777","10.54438166856","8.08548903748857","9.60068698279715","10.9110772430468","8.50506257252589"
"738","8.33555886695805","8.83284539964123","10.3210257414942","12.7347627854731","10.6078646232753","10.7532944232852","9.96128793945469","10.9712681291328","10.3291866409902","9.95916785571312","9.79383749744769","12.112677138875","10.8232523946796","10.1486825560386","10.4062307030243","12.0280744815983","12.9181074409294","9.10833211982094","8.8791594736153","9.61798170370108","11.4591293605278","10.853101831034","9.17226987343913","11.6847857354583","9.73315642925191","8.78988352107224","10.9701217060221","8.31509614842831","9.26504015041567","10.4904678693948","11.1220345552119","10.1302013919741","10.148995499186","10.4749003960485","10.8067661355642","8.86663275179903","8.72433774811756","11.4584215075916","10.3480925981368","10.6203123101175","10.1663399633435","8.74213315498454","8.90261959289778","10.7736351841643","7.97081560175168","10.6759345023929","8.23156141736504","9.59045951785887","11.0833079304888","8.6108074898245"
"739","8.32375620395244","9.05090286303258","10.3221394050535","12.9806715803855","10.6789332475052","10.8968606572561","10.1259176464","11.1490204777811","10.4785404801076","10.1531043519002","9.96392780401503","12.3498797538641","10.9303107692061","10.1571875665941","10.500772122906","12.0265920945254","13.2627568928731","9.34772497617761","8.90439260175092","9.63266722372976","11.6705718538245","10.75789745575","9.19720751670815","11.7698718924816","9.87572810322442","9.03061325194849","11.0807277198422","8.48575775177323","9.4320498488034","10.6289619600602","11.1094532526889","10.1514224721735","10.2845826070803","10.6401702329263","11.0767825739627","9.05934000422303","8.82047990358504","11.7332295864178","10.5008711840342","10.8072025919132","10.3117941405613","8.78563779872669","8.89260379891163","10.8416894892049","8.25435486672222","10.8229360645562","8.39755807541424","9.72125164657041","11.2725878956225","8.83178879368366"
"740","8.33019934694367","9.2166516403487","10.2833032024239","13.2269111473366","10.845404707646","11.1491038936923","10.1096368338589","11.3518493037204","10.5726430743789","10.2534388843831","9.90095841835556","12.5585400566145","11.1752560684896","10.2846702032943","10.6256739454641","12.105473741086","13.3602674503201","9.4911622320776","8.89145805609951","9.59962384026436","11.939470363053","10.7754374099894","9.27458666999693","11.8417674187347","10.1646659091634","9.09408752546923","11.053936945498","8.6459157349902","9.56400449293758","10.6047723083707","11.2670601658299","10.2157906033114","10.3174679284209","10.5614507374459","11.1956344666941","9.16561992520956","9.04360059848253","11.9037967591811","10.608081320779","10.941642399222","10.6591792522858","8.9510720108153","8.96198742813949","10.944089088482","8.27974034502724","10.9640227817802","8.5124073753093","9.84679639897261","11.4167765465261","9.05237379614132"
"741","8.49269112895918","9.32612365580497","10.6077516165791","13.3984253212187","11.0042870668028","11.3152199985861","10.3007928626635","11.3458911114128","10.5138705530769","10.3578823340434","10.004238492431","12.6669685271972","11.3653934998778","10.484960811436","10.7294542536031","12.0925978378542","13.6093641074079","9.43365371787054","8.82365511467804","9.79520543377498","11.873756336327","10.9425046298959","9.28432431734392","11.9321510729557","10.3631484232275","9.22370373235439","11.1774183938707","8.71161939671387","9.70063893048651","10.5735304433918","11.4527923049543","10.4253025825264","10.436466355894","10.8551149194356","11.3177726820562","9.29182472872305","9.15960030354648","12.0744185100334","10.7042905177316","11.1276190737028","10.8466217674039","9.16031872886938","9.01631417120187","11.0760231020716","8.43530493639563","11.1336241758265","8.66988373228169","9.97206346002892","11.6244361164066","9.21479826252272"
"742","8.54817929454303","9.47065474239695","10.7387598816369","13.5959666478192","11.1632213699348","11.381648076648","10.5724104234755","11.4309108934402","10.6933040939832","10.4973522892571","10.2526007432462","12.771714719099","11.5693279259358","10.6973228246004","10.8573680803306","11.9764894998571","13.8420441281594","9.53985131620895","8.88533754230695","9.76748245372634","12.0942620011191","10.9174191466529","9.40797007851695","11.9950023281983","10.3940098193789","9.42029278742159","11.4218279649511","8.69787553815619","9.94965262216139","10.636572150854","11.6646852724436","10.3691702123321","10.3677326678072","10.9573684602246","11.2850279043429","9.46200165135615","9.19785798305105","12.018824418545","10.9376304327821","11.2530965447489","11.0470893646895","9.30508952553378","9.15032039652762","11.2120428924603","8.57377224513619","11.3770854335838","8.91724091911521","10.072321952815","11.8659081479012","9.44413185443613"
"743","8.58329489005123","9.48687938781784","10.855677184155","13.6615709044567","11.2310923018486","11.4286279800152","10.5778757935877","11.6463850388465","10.8886327293335","10.6987453036234","10.5197346276373","13.0268613088419","11.7472229009828","10.7051943816789","10.9810239575887","12.1722473476124","13.9192443496506","9.76417737306584","9.04074756941407","9.88506405598076","12.3413177116301","11.1044072106869","9.69680938292989","12.2408087149411","10.5023894569684","9.59892051971455","11.4859301772412","8.72349947481333","9.97357459694467","10.8365034057815","11.8636243284188","10.5021499679951","10.447671854238","11.0122419771681","11.421981320478","9.61761533185247","9.4060896326866","12.2078617516683","10.9989073497658","11.3049683095039","11.2328981267579","9.43620870474718","9.29043478825842","11.2827879198898","8.52962891004388","11.3286504119346","8.96829473028791","10.1535819603614","12.0107755645351","9.57362719849609"
"744","8.72977209017082","9.75042025796772","10.8515084366649","13.9475793479022","11.2703526867595","11.5058982889374","10.8909327157311","11.6422273517514","10.8596692338297","10.7664654325118","10.5216590640768","12.9574146303003","11.9253978540631","10.8027396136191","11.0941321804421","12.2782509022608","14.0058398023022","9.77997288165918","9.17783403826645","9.97755046390795","12.5301239754894","11.2041022587792","9.8803886951101","12.4244250058917","10.7165301011387","9.62703573623303","11.511003201351","8.8857612984997","9.97288620808165","11.0798662084693","12.0397445687494","10.5280329137972","10.6200751349525","11.0092380060966","11.6556791926163","9.67406101729907","9.59336334862953","12.4369897167709","10.9829002770768","11.2950723405359","11.3012965439166","9.41769613711859","9.30925805393973","11.5174281680736","8.70789531117591","11.3455361949185","9.1649294099086","10.1205832263994","12.1165186095795","9.69104777804496"
"745","8.88042091646681","9.97636442372986","10.7887778132829","14.0046878394459","11.5166356010565","11.6761946101496","11.0313036335845","11.658352463375","11.0518177026195","10.8256866753724","10.5022101911795","13.1747676688314","12.1319336748202","10.7479150003254","11.2764224593495","12.2421252590668","14.1219452836811","10.0068809266798","9.36369102261826","10.0958021430642","12.4461136686846","11.4056503642482","10.1030292270365","12.6632630865006","10.8818473059947","9.73328002013689","11.450232672847","9.09479445038554","10.0216885151465","11.2930908097278","12.0019778210841","10.6524893060391","10.8686289180232","11.1109404234315","11.8201414343993","9.94326492417684","9.74232462464986","12.5631487322302","11.1338194185757","11.5197534685941","11.5083308167358","9.42411515451263","9.41961016280882","11.7097058915461","8.87169696597792","11.3190091984336","9.21462140602365","10.3228010860517","12.2674775221305","9.92349714685989"
"746","9.04061332538175","10.2076071647883","10.8638253858747","14.2392919427141","11.6707400776725","11.7123684910453","11.2917081450768","11.7276462607349","11.2820016421002","10.9023010537732","10.5867253528447","13.1484021860825","12.23480384636","10.8928284200757","11.472905233421","12.2878930981078","14.3423828958945","10.1872936215929","9.34448718875907","10.1851288143833","12.6680991502065","11.4793238206938","10.1947133721567","12.8333566754298","11.0338036084102","9.91749819812707","11.6763643569547","9.2796949870283","9.99195584384218","11.3768679806968","12.2263132873689","10.7035830869719","10.8593122698445","11.2732827549036","11.9491950514346","10.1441412897854","9.97592357559208","12.8227325789044","11.0747138918717","11.5414583639666","11.5102873554768","9.55394547492299","9.5971752358038","11.6393364834727","9.03321138055139","11.5430300515617","9.27622266349183","10.5356831174325","12.4630150507847","10.1090932720099"
"747","9.26122182985535","10.3583234450418","11.0629744437202","14.4565200810766","11.8028665845305","11.8867429483754","11.2800562117066","11.9016870856211","11.3419083460025","10.9013506987186","10.5829060167281","13.3205314836025","12.2090940657043","10.8682336085832","11.6482627500782","12.4728650299488","14.2209846805154","10.2484294407334","9.38506515355781","10.3300979655466","12.8344303965962","11.4534044664465","10.3859763996748","12.912849484644","11.2077135625033","9.94104326237689","11.6375878852021","9.39438038273525","10.1336208425458","11.6585495732356","12.3464271543611","10.8856520699599","11.1040722702207","11.4086326022599","12.0445655221097","10.3387332152155","10.2167873744822","13.047471076918","11.3174919722988","11.7250305090653","11.4897389669932","9.59788020750966","9.73261512063952","11.8981848464607","9.22525540795875","11.4771036622043","9.3557356988795","10.55737770687","12.6744659281211","10.1147965117737"
"748","9.42804551886463","10.4564856883548","11.0375601654639","14.6605914806644","11.7599547089331","12.1627073062097","11.2822147793577","12.1559684875898","11.4380338886876","11.0521419690349","10.7255205463575","13.5116562619455","12.3754290631528","10.8117400802935","11.8794088439857","12.6023037540907","14.4399500265411","10.3104329263465","9.58205953732444","10.4991945052858","12.7580799335133","11.6242832167381","10.5933864943916","13.1209126793338","11.3076975702143","10.0927123196396","11.629179933102","9.38660230014521","10.3220571299802","11.8591772341277","12.5943994559604","10.8738074158033","11.216114526548","11.5417404418533","12.0231300658961","10.5047915161844","10.3119397916784","13.0603614183945","11.6298954005478","11.942708087048","11.7103114422034","9.55884239078136","9.69474693011584","12.1032208319155","9.34177530644436","11.6041711206284","9.49233293778585","10.6920319192187","12.8856107342633","10.3430311258903"
"749","9.57910660194076","10.4938231538406","11.0409022538619","14.9994644047338","11.8618615238148","12.0982847091381","11.4108473915085","12.2842891593025","11.5980632944657","11.2267629728017","10.9433082642478","13.6429814069784","12.4684868925808","10.8486984555335","11.7806577651188","12.5178167443322","14.6516771389009","10.5002682109413","9.71774638754508","10.7383182686481","12.9578848355178","11.5971886181542","10.7959426255444","13.3449538870447","11.4183121659085","10.2775527437233","11.8464259304399","9.56880858106909","10.4890114031412","11.9391211895483","12.8551021864763","11.0090628701384","11.2910663778504","11.799211043865","12.2068411266988","10.6063532053621","10.4307742941579","13.2821454076425","11.7930443798253","11.8509345778353","11.6303629857917","9.77167371631874","9.8473032458214","12.3225937812905","9.40810436893528","11.9028864305804","9.67321832754106","10.7622314738455","13.0644594302481","10.4123026890487"
